xi,q,w,s
1.501326818381256,-1.7386413931779323,0.0,0.5829497415649627
-0.9518845744890337,5.871910968764943,0.0,2.48585998617154
-1.6047668586529804,-1.719250102780295,0.0,1.6862378154852224
0.10983217870735779,5.904390642604363,0.0,1.4332815178110192
0.7809397843389688,-5.895670027190861,0.0,6.083998313875612
1.1381117104397316,-5.418583887303707,0.0,1.3856419328626512
-1.5911840508965935,-1.3078506102337908,0.0,4.492344104791476
-0.026703734782929065,-5.817038106091016,0.0,1.0339072048007256
-1.0968284700243043,5.608634756951327,0.0,0.9108533766650044
1.16329036338053,-5.611029252868954,0.0,3.968432024159462
-1.114035873516227,5.5725836333218215,0.0,1.1313954611312826
1.6171670073630258,1.8033833552377034,0.0,1.6904875925376677
-0.0946954713828221,-5.924772627228735,0.0,1.4686738079236887
-1.5905796493112874,-0.04837740013687444,0.0,0.2577003082996043
-0.9950101356165542,-5.228941451082121,0.0,0.46459432180878124
1.107313788029781,-5.717909429004269,-1.1102230246251565e-16,7.129235470662983
1.212149970451972,-5.4753347268049275,0.0,4.345770199222008
-0.6231133789622827,-5.535510539084767,0.0,2.1100196605600643
-1.390915797916818,3.825304909223986,0.0,3.645309901907548
-1.5298175014974311,-2.529889350734824,0.0,6.561204725172515
-0.7062002487118809,5.931905654753412,0.0,3.2609994028277027
1.4740491917316825,-2.170551672163864,0.0,2.9014981021229778
-1.4887552988799604,3.22096851953943,0.0,4.055871273636871
1.4922618034439685,-2.8529302573621727,0.0,2.1275230685779274
-0.7547698098378013,-5.510309820008944,0.0,3.645729273628209
1.4686567993122728,-4.421000611806276,0.0,0.8271142035401201
-1.550434440692625,3.9996953907109596,0.0,2.440223646378357
-1.0261144528868642,5.938413753625437,0.0,2.070480407986464
1.413659557862864,4.582937452717275,0.0,3.301710334604359
-0.5214652198546483,-5.833731496732309,0.0,3.3436861788978147
-0.5910131749253682,6.016310315452146,0.0,3.74243947915216
-0.7694449515694665,-5.403504071864142,1.3877787807814457e-17,0.6122502251577895
1.440916354386247,3.6441621031179965,0.0,3.655886843983715
-0.6383402419784563,5.924960471588558,0.0,1.2784505108555841
1.514133889822079,-2.828008939153714,0.0,3.097753708894125
-1.5558686265811137,-3.8073166180057423,0.0,1.5240764104065796
-0.39716918485156727,6.029043151712344,0.0,0.6493751475892536
-0.7492878445770486,-5.478867563397605,0.0,4.6944409794888715
